UPC,Book Title,Genre,Price,Availability,Star Rating
a2b4b685dfa94733,Bridget Jones's Diary (Bridget Jones #1),Womens Fiction,29.82,1,1
20dc4f1ac5d4fd9c,Keep Me Posted,Womens Fiction,20.46,11,4
a6ab0cb7106a67f2,The Devil Wears Prada (The Devil Wears Prada #1),Womens Fiction,44.29,3,1
38199c5d7da0c0ef,Shopaholic Ties the Knot (Shopaholic #3),Womens Fiction,48.39,4,5
6263c1d2997b8ce0,The Nanny Diaries (Nanny #1),Womens Fiction,52.53,3,5
2c34f9432069b52b,Arena,Science Fiction,21.36,11,4
36d5884d44484277,Dune (Dune #1),Science Fiction,54.86,3,1
460f97a346b44bac,Three Wishes (River of Time: California #1),Science Fiction,44.18,1,2
16c71736dae78764,The Last Girl (The Dominion Trilogy #1),Science Fiction,36.26,1,2
0e92ccf1bd39e68f,The Restaurant at the End of the Universe (Hitchhiker's Guide to the Galaxy #2),Science Fiction,10.92,3,1
790ef197c8f236f5,The Project,Science Fiction,10.65,15,1
2a70769cdc6eb8b8,Soft Apocalypse,Science Fiction,26.12,15,2
4b3f4f151c99f472,"Life, the Universe and Everything (Hitchhiker's Guide to the Galaxy #3)",Science Fiction,33.26,3,2
2ef5dc7e278e562a,Ready Player One,Science Fiction,19.07,3,4
f435aa99d864077d,Sleeping Giants (Themis Files #1),Science Fiction,48.74,11,1
98330e431e56a9ea,Do Androids Dream of Electric Sheep? (Blade Runner #1),Science Fiction,51.48,3,1
18ad3ed896c7ce05,Join,Science Fiction,35.67,16,5
e30f54cea9b38190,Mesaerion: The Best Science Fiction Stories 1800-1849,Science Fiction,37.59,19,1
6717a70913b3db79,Having the Barbarian's Baby (Ice Planet Barbarians #7.5),Science Fiction,34.96,1,4
3fc124f59f3068e4,Foundation (Foundation (Publication Order) #1),Science Fiction,32.42,5,1
9270575728a13a61,"William Shakespeare's Star Wars: Verily, A New Hope (William Shakespeare's Star Wars #4)",Science Fiction,43.3,15,4
